content,category,validated_by,score,thumbsUpCount,country
"Giving 3 stars for current app glitches and shipping errors experienced in the last few weeks. App freezes constantly, Samsung Note10+ repeatedly prompts me to WAIT/CLOSE APP in after each 2 seconds of scrolling. Shipping errors & non-deliveries are occuring more often. I moved from the country to downtown city and suddenly my packages are being lost, never received, routed to other cities after arriving in my city's post office then sent elsewhere. I hold Amazon for this error.",shipping,Ugochukz,3,5,us
good,user-experience,Adam,5,0,us
Your stuff gets stolen form your front door,security,Lailat,1,0,us
Excellent,user-experience,Adam,5,0,us
so easy convenient and plenty of choices from all sorts of things. Recently had to reset phone as app froze my phone and wouldn't uninstall. I still love Amazon though,user-experience,Adam,4,1,uk
"They used to be reliable, but most of my orders are late.",shipping,Lailat,2,0,us
"The best thing about Amazon is how easy it is to do returns if you need to. Like, stupid easy if you live near a UPS store. You don't even need a box for anything that isn't a large item. 4 stars because a lot of sellers have the same item listed and use the same photo as another seller but the item you get isn't actually the same. Quality control varies. You genuinely have to read the reviews for everything to know which seller to make a purchase from. Customer service is great.",user-experience,Solomon,4,27,us
"Completely disappointed, have been using amazon prime for more than 4 years. My tabby option is gone and asked customer care and they have done nothing. They don't know the issue. This error is only for me. I checked with many other amazon accounts of my friends and none have any problem.",customer-service,Adam,1,3,uk
"Why would you move the search bar to the bottom of the app? This ui change made me uninstall and use the mobile browser lmao. Terrible idea! UPDATE : Incredible, they quietly reverted the change. I had to look this up. Still 3 star for pulling this bs!",user-experience,Solomon,3,2,us
"This app likes to randomly not load for days on end then pop up like nothing happened. Tried constant redownloading to fix the issue but that doesn't seem to help, can't browse, can't view past orders, this app is so useless all these years it's been on my phone, and using Amazon in a browser is not an option seeing as it takes ages to load a page.",user-experience,Ugochukz,1,34,us
"The app is no longer letting me check out. Once it gets to the point where you need to choose a payment method, There is nothing there to choose even though My account has two cards as payment options. It just is left blank and when you try to add a new one and go back, it still doesn't show up. Amazon needs to really upgrade their app. It glitches out way too often.",user-experience,Ugochukz,1,85,us
Not getting my shipment notifications,shipping,Lailat,3,2,us
"I use only 2 online shopping apps, this is one and another LITB. This is an excellent Online Shopping App and definitely worth using for anything you might need. Highly recommended.",user-experience,Adam,5,0,us
I love my Amazon app I'm constantly using it it's so convenient when you don't have to leave the house they vary from kitchen appliances to clothing the abundance in merchandise is outstanding can't remember a time when I couldn't find what I was looking for,user-experience,Solomon,5,0,us
"App is terrible for tablets. Jerky. Not much better on phone. New layout is horrible. I don't want or need to see your paid ""influencers"" who don't have an actual clue. Prices have increased but agility of app has decreased. I'll be shopping elsewhere more as walmart and others have better online shopping than this junk. Why a totally online store would have such a poor, slow app is beyond me. Bye bye Zon, it was fun while it lasted.",user-experience,Ugochukz,2,31,us
My account has been on hold for two weeks now very frustrating company but I'll definitely give them 5 star for the protection of hackers and criminal activities.. please get my account off hold and I want my balance to be available also 🙏,customer-service,Solomon,5,0,us
"Am really disappointed with this apps last week I bought a phone on your apps. My delivery was today but you send me a oil ,I was supposed to receive a phone not un oil.... SEND ME A PHONE OR MY MONEY BACK",shipping,Solomon,1,0,us
Great service!,customer-service,Adam,5,0,us
"Easy shopping and check out. Great variety of items, usually has what I am shopping for.",user-experience,Solomon,5,0,us
Amazon sucks I've order things multiple times and didn't get the items on time and I have prime so most of the things I order are 1 to 2 day shipping but that almost never happens it's always 1-3 days late what am I paying Amazon prime for if I don't get it shipped on time its bs and yall need to assess that. I PAY to much for prime to not get what's offered with it it's ridiculous,shipping,Ugochukz,2,3,us
"Not always perfect! I have ordered items that, when shipped, the boxes were torn or the items inside were wet and damaged my cat food. Employees need to care more.",shipping,Lailat,4,0,us
"It's a nice app for getting things you can't find in regular stores or if you want a cheaper price for better quality. I'm giving 3 stars instead of 5 because it keeps crashing on me, and telling me that it's not responding, wait or close the app. I restarted my phone thinking it would fix it but it didn't. I don't know what is going on, but please fix it. I can't browse for the things I need anymore.",user-experience,Ugochukz,3,3,us
"Newest version is worst update to a functional app - EVER! Totally useless now as it crashes immediately. I'm now back to using browser version. So much for Amazon being ""High Tech"". Only a 2nd rate operation would deploy such a worthless update. Update: Finally, after 2 days of installing/uninstalling, most recent update doesn't immediately crash. Filter still sucks big time. Page reloads after each filter choice making multiple filter choices a real headache.",user-experience,Solomon,4,45,us
"great place to find all kinds of stuff, and pretty good prices as well.",user-experience,Adam,5,0,us
"I love Amazon and I love the ease of using the app to order whatever, wherever and whenever. However, I'm knocking off one star for an annoying feature. If I leave the app for a even a split second after searching for something it immediately takes me back to the home page and all the work I've done to search for something is GONE. Disappears completely. To say it's aggravating is an understatement! Fix that and I'll give you back your star.",user-experience,Solomon,4,148,us
"The customer service told me I could the defective product was non returnable then I was sent an email that gave me instructions on what to do and they said to return it, but to return is very complicated it would cost almost as much time as the price of the product itself.",customer-service,Ugochukz,2,1,us
"never had a problem until recently, dont shop a lot on line, maybe half a dozen times a year. when logged into my account a few months ago app took forever to load,thought it was my fault having to much stuff on my tablet,but today i,m on a laptop with plenty of space and the same thing.having read the reviews i now know why come on amazon with all the money you make sort it out.",user-experience,Solomon,5,4,us
"Too expensive. You have to pay for Amazon Music now, Prime video has ads. So what am I paying all this money for? SOMETIMES 2 day shipping? Yeah no thanks. After 7 years I am canceling my Prime membership. GFSF bezos.",user-experience,Solomon,1,0,us
"I am trying to print my 2023 Amazon receipts from my app on my phone. When looking at an individual invoice, there is no option to print or download it, only an option for a gift receipt, which doesn't help me. There used to be a print and download option. Troubleshooting tells me to select ""print""... there is no print or download option anywhere on the page. CSR was unfortunately not helpful and kept telling me to use my computer. Very frustrating, Amazon, can you help me?",user-experience,Ugochukz,2,1,us
"love amazon, very convenient. only downside is delivery drivers can be reckless and sometimes deliver to wrong address.",shipping,Adam,5,4,uk
I don't use this app I never have it keeps reinstalling itself on my phone,user-experience,Lailat,1,0,us
"Amazon Keeps Their Tracking On My Phone To Half Of What Ebay Does, It Could Be Alot Better Though!",user-experience,Lailat,3,0,us
"Why is Amazon allowed to have sellers that charge unreasonable prices for inexpensive items you can get elsewhere? These bad sellers need to go, I love Amazon but please do better.",user-experience,Lailat,3,0,us
"Many of the reviews I read were specifically about Amazon, rather than the app. I find the App easy to navigate, use, and order from. No issues regarding the App. Amazon itself, also no complaints. careful on clothes orders from other countries!! But really, no problems.",user-experience,Solomon,4,0,us
Great experience shopping on Amazon. And the fact that one can go back to historical orders several years back is a big plus.,user-experience,Solomon,5,0,us
"I use the Amazon app for everything. Furniture, toiletries, decorations, food, etc. It's so easy to navigate and it saves me from being out in bad weather.",user-experience,Solomon,5,1,us
very very very bad 👎,user-experience,Lailat,1,0,us
they will charge you for items not delivered.,shipping,Lailat,2,0,us
"So we pay the Prime subscription for the sole purpose of not having effing ads. And you have the audacity to now say, you know the prime fee which y'all pay for to avoid ads for prime movies, has ads now!! Like you're doing us a favor by offering the option to not have ads like it's always been there but you gotta pay more? My god. That's bad pool Amazon!",user-experience,Solomon,3,2,us
"Not able to pull up order history, page won't load or tries to refresh. Frustrating!",user-experience,Lailat,2,0,us
Be aware that they sale you returns as new and think you get a good price it's because some products are the model of previous year or product that will be discontinued and products are really bad quality and prime when up in price and lower your benefits to get more model really deshonest companies Be aware,user-experience,Lailat,1,1,us
"I would give 4 Stars but I hate when I place an order of multiple items, get a total and then you split it up into say 5 or 6 separate charges! If I overdraft, I get charged a fee for each charge instead of one! Also, If my original choice a payment declines what gives you the right to try a different card in my wallet?????? I never authorized that.",customer-service,Ugochukz,1,34,us
I don't know if it's the app or the driver's but they cannot deliver to the right address ever. Every package I have ordered in the last year has not been delivered to me. I will be Cammy membership and uninstalling the app.,shipping,Lailat,1,0,us
"Having troubles with AmazonSmile trial! I prefer using amazonsmile, and for that tend to defer from the app when making my final purchase. But recently when I open the app it indicates that as a trial I can use amazonsmile if I turn on the notifications, and even though all notifications are turned on in the app, it still thinks they are not. I would very much appreciate this feature being fixed.",user-experience,Solomon,4,4,us
"Please, bring back the select and deselect all options for items in your cart. It was there briefly on chrome and Amazon app. It is a similar function that Temu and Wish use. This is so useful when you have so many things in your cart and do not have enough space for save later or too many items in cart to keep selecting save later for. It would be great if things in your cart you have the option to put in your different lists. Instead of having to go back to each item and have to select list.",user-experience,Solomon,3,115,us
I love the app and I've NEVER had a single problem till yesterday. I went online to do some shopping and it just started to freeze up randomly. I cleared the storage and cache and that didn't work. I even tried deleting it and reinstalling it but it just made it freeze up even more and for longer periods of time.,user-experience,Adam,4,4,uk
There's no way in the app reasonably to leave feedback. Amazon is very hard to contact. The app does not sort products by price or any other reasonable way that one would normally sort lists of things. You can select things by price range or by company but I just want to sort things from cheapest to most expensive and that is not an option in Amazon shopping that I can find.,user-experience,Ugochukz,3,501,us
I love the fast shipping and really nice delivery service.,shipping,Adam,5,0,us
"We have been Prime members for many, many years. Recently, customer service has been the worst it has ever been. So we canceled Prime. Walmart has just about everything Amazon has, but has free shipping (Amazon $35 limit) or, in a lot of cases, pick it up at the store, and can take it back to the store for any reason. Walmart has gotten to be so much easier to do business with than Amazon.",customer-service,Ugochukz,2,269,us
App is good apart from the fact you go onto orders and it constantly wants to keep refreshing itself. Very frustrating as I have to go onto Amazon.co.uk to review my orders there.,user-experience,Lailat,2,0,us
I love Amazon Prime app. The most convenient shopping app that I have seen the only problem is the shoes that always seems to be too small. Especially slippers and sandals. Oh dress up shoes are too . I have put more than several in my List of items that I want to buy. Oh and the delivery drivers sometimes don't follow my instructions so there's a delivery the next day... I'm not pleased with that at . You need to give more time to deliver each package 📦 so it's done correctly.,shipping,Adam,4,8,uk
"like a lot of other reviewers I'm suddenly having problems with this app. it closes on its own and at times it's slow, but mostly the closing is the problem. and it's a new problem, just within the last few days. but it's still irritating. before this i never had a problem with the app. i hope it is fixed soon. i do like how they finally got it and we can now choose what we want to buy from our cart instead of saving it for later.",user-experience,Solomon,5,5,us
"App works quite well, and I find the service is VERY good. It seems like the selection has been getting a little thin lately. Will never replace shopping in-store. Still, a very easy and enjoyable online shopping experience. One pet peeve: I HATE the new icon! I get that brown resembles a plainly-wrapped parcel, but it's ugly and fails to catch my eye in the jumble of other icons. What was wrong with Amazon Blue? Oh, and stop making paid shipping the default when free has been earned!",user-experience,Solomon,4,19,us
"Issues when using Amazon and Afterpay. Unable to place orders and trust that the order will go through the first time is unreliable. I placed an order for three items using the Afterpay app and it was kicked back multiple times. Unsure if the order was even placed. I needed these items quickly for a birthday present, now I don't know if they will arrive on time. This does not happen when using other apps together with Afterpay. Only happens with Amazon! Extremely frustrating!!!",user-experience,Ugochukz,2,60,us
"Annoyng, but, unfortunately, no choice but to use.They r the most trash-prodcng company I've ever seen. Openng a box frm them is like opening one of those Russian Matryoshka dolls. 5 boxes for 1 item. Just got the wrong batteries & as usual they won't replace or take back so now there's some fresh batteries for the dump to deal with. Ridiculous! But they don't care bcuz they r too big to fail, and we've all been forced to rely on them for over 75% of our lives. Walmrt gets the rest. End times!",user-experience,Lailat,2,1,us
I never bought something and received it and it wasn't broken and after all that it lasts until the end of the garntee duration . But if I buy the product locally it dose !!!,shipping,Solomon,1,0,us
"Although we utilized the prime membership heavily during the pandemic, I have to admit that we used it quite a bit before and most likely will afterward. Prices can be a bit higher than other places but the ""free"" shipping that costs $99/year more than makes up for it. I've started adding things to my cart that are only wanted, not needed or a necessity and save for later as you'll get a notification in those items when the price goes up or down. Also, keep a look out on items that have coupons!",shipping,Solomon,5,168,us
"The customer service was not very helpful and very slow in taking action for my problem. Now my package is missing, and the customer service said it was my problem. The customer service is so rude!!! I will not order here anymore; it's ok to pay more than treat me like this. Respect the customer. I am hoping they will not do this to other customers. Having a bad experience with your service, I will encourage my friends to not support this Amazon anymore. The customer service should be very helpf",customer-service,Solomon,1,0,us
V G A,user-experience,Adam,5,0,us
"very easy to navigate, easy on the eyes, simple, but very buggy",user-experience,Lailat,4,0,us
We use Amazon for quite a bit of things as we live in an RV and need things for our RV that we can get cheaper through Amazon than in the stores flowers that have a good selection of other things that we need as well Amazon is exceptional,user-experience,Adam,5,1,uk
I would like to see a night mode. The app is slow and buggy compared to the structure of the website. In a lot of ways the app does make it quicker to check on your orders without having to open your browser but if you're quick with your browser it's worth sticking to the main site. Edit: Getting better. I now only use the app. It's a bit heavy on battery usage and images tend to load slow compared to the website loaded in Chrome. I would still like a darker theme that is easier on the eyes.,user-experience,Solomon,4,77,us
"Me fui a comprar una targeta de Amazon de 30 euros, cuando lo canjee no me salía el dinero y no podía volver a meter el codigo, me queje varias veces, me dijiero que esperase a que alguien me contactase por correo electrónico, y ahora mismo no eh recibido ningún correo y llevo esperando ya 1 mes.",customer-service,Solomon,1,0,us
"I have been an Amazon Prime member, shopping through Amazon, for several years. In recent years I began using their subscribe and save option for items I need on a regular basis. I was tired of going to a bunch of different stores, hoping to find my items in stock. I have received most of my deliveries on time, and well handled. Amazon customer service has always responded in a prompt and professional manner to any issues I've had.",customer-service,Solomon,5,143,us
"Other than a way to permanently link to the smile.amazon,com of my choice, it's a okay app. Not enough filters for searching properly, widely wrong search results, and items wrongfully dropped out of results, sorts, and filters. Too many repeated sponsor products appear in results. Get in, get the item ordered, and get out or you can lose your day in the app. I can still get better deals on other sites.",user-experience,Ugochukz,3,1,us
Love online shopping but even having Prime I didn't get some orders very fast. Need to get what we pay for! I cancelled Prime but still like Amazon!,shipping,Adam,4,0,uk
Regular user of this app. I don't like that they've taken away the ability to search the marketplace for different price points from different sellers for the same product. The lowest price is shown but doesn't include P&P. The different price points also don't sync up when compared to access through a computer. Mainly using app for quick search and tracking my orders.,user-experience,Adam,3,45,uk
This is a good app and it works I did not I did have problems but they fixed it up the issue it was freezing up but but I'm happy by 6 now I can I love it when you track your package and then you can notify you and I love Amazon,user-experience,Adam,5,0,uk
"Fast shipping, good choices, one stop shopping. Very much appreciate new feature that combines multiple orders placed on consecutive days.",shipping,Solomon,5,0,us
Makes me crazy! Amazon please update your app! When looking at review photos it's impossible to read a comment without having to back out completely. The app freezes when trying to expand a comment with the little arrow or move on to the next photo. Easier to use the webpage which is completely backwards. Constantly crashing and freezing.,user-experience,Ugochukz,1,42,us
"I have used it for years, and even now, on my galaxy s21 phone, it will always crash after viewing a few items. I clear my cache frequently like hell and made sure it is updated. Don't know if it's just me, but I just stick to using the website more than the app.",user-experience,Ugochukz,2,0,us
I was expecting a delivery today and yet again it hasn't arrived I will not be ordering anything from them again,shipping,Lailat,2,0,us
"I came to the reviews just to see if I was the only one having so many issues with the app. Not surprised that I'm not. All the app does is crash. If I start shopping, I have 5 minutes before it crashes so I just end up shopping somewhere else.",user-experience,Ugochukz,2,4,us
"I love amazon. That's why it gets 4 stars. I use it daily to purchase things and have been for over 10 years. I can pretty much avoid going anywhere if I want to, because of amazon. However, recently the app will not even open. It continues to crash. I've tried uninstalling updates, restarting my phone... Nothing has worked. Such a bummer because I don't want to have to use chrome to access my account. #bummed #fixitplease",user-experience,Solomon,4,216,us
"Typically I've been fine with the app. Nothing stellar, nothing bad. The most recent update has made the app useless. It freezes if searching for anything. Then freezes every 15 seconds when scrolling if it's I select anything to examine further. And since my phone notices this, I get a ""Amazon app not responding..."" Message every 15 seconds as well. And even after I close it cuz it's mucking everything up. Uninstalling updates and updating again does absolutely nothing.",user-experience,Ugochukz,2,13,us
App difficult,user-experience,Lailat,1,0,us
"Amazon is fine overall, but there's definitely room for improvement. One feature I believe would greatly enhance the user experience is the addition of a ""Recommended"" page. It would be incredibly helpful to have a dedicated section where the app suggests items similar to those I've viewed or purchased. This would make browsing and discovering new products much more convenient and tailored to my interests.",user-experience,Solomon,3,82,us
"So many fake reviews, both positive and negative, and just as many over-priced, poor quality products.",user-experience,Lailat,2,0,us
"It figures, the one thing that IMO used to set this app apart from others, and that USED TO make it my go-to shopping choice, was by far and away the ""drag and drop to wishlist"" feathre that allowed you to pin any list at the bottom of the screen in a horizontal view and let you drag items directly into it from the search result page, or from ANY page for that matter. Worse still, you can no longer ""heart"" items without opening the product page and adding it. So much for avoiding rabbitholes ='\",user-experience,Ugochukz,3,65,us
"Overall, very good experience. BUT, the Filter feature is VERY Annoying! Why does the app need to refresh with every single change to the filter criteria? Why can user be not given the option to choose MULTIPLE / ALL criteria at once, and then only the app refreshes? (for reference, you may check Flipkart app) Please fix this. A similar annoyance existed with the absence of instant 'add to Wish List' feature, especially with the search results. This was fixed with the Heart icon feature.",user-experience,Solomon,4,1,us
"Been using this app for awhile. Never had any problems, very easy to use and convenient. But now it crashes. Every time I open it after a few seconds it will say ""app not responding... Close app or wait"" if I wait, the notification will pop up every few seconds. I'm unable to use it at this point which is very frustrating. Please fix this problem.",user-experience,Ugochukz,1,109,us
My only shopping place. I love how easy it is to return stuff. I have accident ordering incorrect items or something doesn't fit return.,customer-service,Solomon,5,0,us
"App is pretty good, often slow, but gets the job done. One thing is a little frustrating, I have tried to apply for the credit card, however everything acts normal throughout filling out the application but as soon as I click the ""accept and submit"" button, it just sits there and gives me a blank stare. The button lights up like normal, but no matter what I do, nothing happens. I have let it sit for a few hours like in hopes that it will figure out what to do.",customer-service,Solomon,4,0,us
"Has the app EVER worked properly? Loads poorly, can't set price outside of the set ranges provided, and switching from Relevant to Low to High drops product options by THOUSANDS. How does the inventory go from 2,000 products when sorted by default and then 132 when sorted by Low to High? Amazon is obviously a problem on its own, but the app is just pathetic for how big the corporation is. I've seen small clothing companies with better websites.",user-experience,Ugochukz,2,2,us
Dark mode!! How hard is it for you guys to make a dark mode? This is so annoying,user-experience,Lailat,2,0,us
"Frustrating shopping experience. Filters are random and restrictive. If you sort by price like 3/4th of the products disappear, why if I'm ""sorting"" by price. Next they started removing estimated delivery, as if we don't want to see when it'll arrive. If I sort by, deliver today, it won't show me a time unless I open the listing. It already takes a long time to search, but they keep making it more difficult to find items faster. We don't want to spend more time shopping.",user-experience,Ugochukz,2,334,us
Very convenient,user-experience,Adam,5,0,us
always later than what they say! somethings are damaged from dropping over gate. not gently with products,shipping,Lailat,3,0,us
"Thanks for fixing the search location as the top is way better, however, now on my Galaxy S23 Ultra if I use the 'Does it fit' feature to use the camera and place the item in my room, the app crashes as soon as the item is placed on the camera view. This happens every single time. I have uninstalled, rebooted, and reinstalled and it still has the same issues. When I place the furniture in the view, the Amazon app totally crashes.",user-experience,Ugochukz,2,163,us
"Amazon never manages to deliver packages on time anymore, sometimes they don't deliver them at all. To add to that problem, the app seems to be designed specifically to make submitting feedback or getting information as difficult as possible. The main reason I'm writing a bad review here is that I was stuck in a hell loop with their chatbot just trying to submit feedback.",user-experience,Ugochukz,2,34,us
"Amazon continues to digress to absolute garbage. 1/2 my items are late or don't show up at all. The refund process is horrible when this happens. The vast majority of products are absolutely atrocious or inexcusably bad knockoffs. You have to work to find something not garbage. Even prime video has ads now. The only reason this has 2 stars is because it's still not as cesspool bad as AliExpress, temu, or any of the other trash tier apps. Honestly, let's go back to back to brick and mortar!",user-experience,Lailat,2,2,us
"It is an easy, totally self-explanatory app. that allows the users to make an instant purchase or put an item in their basket. There is also the option to make lists. These are made by choosing the heart or thumb tack icons on the item picture and holding it down. A shopping list will open, allowing you to put your liked thing in there. You may even change the name, for example, holidays.",user-experience,Solomon,5,37,us
"The search function is atrocious. It's so needlessly hard to find what you're actually looking for between the sponsored products and mountains of cheap knock-offs. It frequently includes non-sponsored products that are irrelevant as well. I also hate how you can only see one or two items at a time while you scroll, zoom out a little bit!",user-experience,Ugochukz,1,12,us
There needs to be an option to disable auto playing videos in the app !,user-experience,Lailat,3,2,us
"I purchased these in October 2023 for my daughter in love. The delivery was great , the devices worked great but one of the pumps stopped working lest than a month after the purchase. it wouldn't suction and the motor died. odd right. I am in the process replacing them. Amazon did a great job with responding to the concern and helping find the best way to replace the devices. overall when it works it great",customer-service,Adam,3,2,uk
I use this app more often than I would like to admit. The app is generally good but Amazon's customer service is deplorable. I'm not sure if it was just a language barrier or a general misunderstanding but I went through five different agents (without being warned of the transitions) and none of them were able to assist me in my request (to have my subscription item delivered early). After an hour of being bounced around and not getting anywhere I just told them to forget about it.,customer-service,Ugochukz,3,17,us
Perfect shopping for me being physically unable to leave my home,user-experience,Adam,4,0,us
"Has this app been updated to work with 5G networks? Because nothing loads over 5G. All images are blank except home page. Can't go to anything and actually see what's there. Only noticing this on 5G. Browser works, but apps were supposed to be convenient?",user-experience,Solomon,3,77,us
"In the past few months, I've noticed a huge shift in my orders being farther and farther from the promised 2 day shipping they used to be. I don't watch much prime TV or listen to much prime music. Honestly, the ONLY reason I have Prime is because I wanted the two day shipping. Now, I am not even getting that. Step it up AMAZON. Severely disappointed here and I know I am not the only one who has noticed. My friends, family and neighbors have all had the same experiences.",shipping,Solomon,3,1,us
"Overall, I love the app. However, the drag and drop feature has become quite frustrating. I change the list and it says loading for an eternal amount of time. Our it changes so I drag and drop but everything still drops to the first alphabetical list I have. Then I have to go back and change lists for all the items I thought were dropping to their proper list. Way too time consuming. Please fix it. Thanks",user-experience,Solomon,4,8,us
I love Amazon,user-experience,Lailat,4,0,us
Amazon is increasingly full of cheap knock off products with misleading reviews. It's hard to find anything of quality. It's becoming a very untrustworthy and disreputable site.,security,Solomon,3,1,us
"The Amazon app has been broken for over a year now. I can't see close ups of customer review pictures/videos, can't access any list/order status/etc. without having to type in the search bar, and search results are always terrible, having to sift through results that simply don't match and half a dozen sponsored items. Not to mention the amount of stolen art and knock off products stolen from small businesses on their site, which is nonsense.",user-experience,Adam,1,44,uk
Usually i purchase from Website and App. Good thing is you can find varieties of items when compare to other apps and easy to use. But unfortunately delivery team in UAE and process is terrible. Reason is there no Re schedule process in case of not able pick up the item that show in tracker. Customer service cant do anything for this and there is no link between CS and delivery team. Most of members in delivery team shows so hurry to go back. Facing hardtime many times and get tired of this.,shipping,Lailat,2,0,us
was looking for plus size dresses and it took me all around the world,user-experience,Lailat,3,0,us
"Questa app funziona bene, a dir poco, l'unico problema è che ho cambiato casa e anche se cambio l'indirizzo gli ordini non arrivano.. se risolvete metterò 5 stelle e grazie. Baby baby bay baby baby baby vay",shipping,Adam,4,0,us
بلمتصفح افضل لايفتح او هناك خيار تحويله كلمتصفح لاكان افضل,user-experience,Lailat,1,0,us
"Filtering doesn't work at all. I guess Amazon is so big now, it doesn't care about customers anymore.",user-experience,Lailat,2,1,us
Greatest,user-experience,Adam,5,0,us
"I love amazon. I honestly do. But I'm about to go to HSN because I'm tired of amazon taking FOREVER to charge my card !! It's ridiculous !! Identity theft is real, and l don't appreciate my card staying unlocked for hours before l can lock it !! And then if l lock it immediately, l have to do my order all over again !! I'm sick of it !",security,Lailat,2,1,us
I have found with the vision issues I have developed for the last year or so. It has been becoming harder to read and see the print is to light. It would be nice if you incorporated a dark mode where black background and white print I find easier to read. Plus those with dyslexia also do better with dark mode for which I do have and has been acting up as well plus it would be nice if you also incorporate the ability To Adjust text size and style along with text to speech.,user-experience,Ugochukz,3,29,us
"It is good app for shopping, but need direct email to customer service. Return issue. Winter coat too big but unable to return even Amazon has 30 days return policy. I'm applied return process approx 20 times now but return request disappears from order. So £90 just wasted for coat what doesn't fit.",customer-service,Solomon,3,2,us
I love the free two day shipping with Prime and being able to watch movies and TV shows for free on our TCL Roku TV app. The only thing I hate is the app being unresponsive/ not loading the home page or an item when I click on it which is becoming too often. Everyone saying there's no difference between Prime and paying for two day shipping is wrong. A subscription by month or yearly pays for itself with free shipping if you use it somewhat often but some people don't comprehend that.,user-experience,Solomon,4,19,us
"Amazon is becoming worse by the day. I ordered four items, with one item backed ordered for 2 months. Amazon refused to ship the other three items that's not back ordered. I talked to two customer service and both said they will ship out the items not back ordered ASAP, but no changes to my order. Unfortunately, I can't reorder because the other three items are no longer on sale.",shipping,Adam,1,10,uk
This app is good. I like it but the only reason why I rated 4 stars is because whenever I'm looking something It gives me the wrong result what I'm looking for.,user-experience,Adam,4,1,uk
"I LOVE LOVE LOVE AMAZON!! As a busy working mom, I don't have a lot of extra time to go shopping. Also the disappointment of the store being out of the one item I need is quite bothersome as well. As a prime member, I receive most of my orders the next day. (Sometimes on the same day.) Another great feature is the app keeps track of ALL previous orders. So when I need to buy a similar product, or refer back for measurements and sizes, all that information is a click away. TY AMAZON!",user-experience,Solomon,5,8,us
"I have been using this app for several years and was happy to see that Amazon added the Smile (chaity donation) function to the app. Unfortunately activating it created a never ending loop that failed to turn it on. ANYONE, having difficulties with ANY app, simply uninstall it and re-install. It worked for this and other apps that have been auto updated then had issues. Enjoy full, and expanded functionality, going forward.",user-experience,Solomon,4,177,us
"The Amazon Shopping app is dreadfully slow and resource intensive. I think it has something to do with the ""View in your room"" feature. Though it was still very slow to fully load item listings before this was added. You have to wait like 2 mins for the images of a listing to load and be able to click on them to zoom in on the image. The settings/categories menu is a mess too. Not to mention it is incredibly difficult to view specific categories compared to just menu>category on desktop.",user-experience,Ugochukz,1,244,us
"The Amazon search feature in my text selection menu, replaced my translate box although I never use it, and I can't remove it from the text selection menu. I worry about some privacy issues here. I am gonna uninstall the app until they update and fix it! Update: finally they fixed it, thanks, much more convenient when I use my phone. 5 star 👍",privacy,Solomon,5,8,us
"Whats the point of Amazon Prime when it takes a week for my delivery???? It used to be 2 day shipping.... Why am I even paying for prime and not getting Prime Benefits??? Also, Free Delivery Right.... WRONG! Why do items still have insane shipping fees even with Prime???",shipping,Adam,3,1,uk
It's Amazon. Everything works well. Full features of the desktop website.,user-experience,Adam,5,0,us
"I love Amazon, it's a great app However it keeps crashing. At check out, if I try to change my delivery then after selecting it, I get stuck on a loading screen which never finishes loading. I end up having to open Amazon online rather than the app if I want to change the delivery of my order. Now it also crashed when viewing products. I.e if I click that button which shows the same item in different colours/sizes etc. It will once again get stuck on loading. Amazon may be Good, the app isn't.",user-experience,Adam,3,21,uk
They went to my house but they ain't have the package,shipping,Lailat,1,1,us
Easy to use,user-experience,Adam,4,0,us
"Please change the ""order history"" to how it used to be with upcoming deliveries listed first and past deliveries listed next. Right now, all orders (delivered or not) are jumbled, which makes keeping track of things more challenging than needed. Or, at least give an option so users can pick which way they prefer to have orders listed.",user-experience,Ugochukz,3,91,us
"I like this app a lot but I liked it better when I could just add items quickly to my list. I also liked it better when it didn't crash. When I say crash, I mean it. The screen or picture turns black and I have to exit the app entirely. This gets frustrating when you're searching for that perfect thing. Overall I like the app, just needs some fixing. Update: they've added a heart feature which makes it easier to add items to your preferred list which is great!",user-experience,Solomon,4,133,us
The latest app has been constantly crashing and showing dogs on screen as placement for the issue. Please fix this app.,user-experience,Lailat,2,1,us
"As the app ages and they make more and more [unnecessary] changes it becomes slower, harder to navigate, and buggier. Certain times of the day you can't even get on the app because there's so much traffic on the app, you can't even load a page. 9/10 when I order something from Amazon it looks like it was in the back of a store shelf for 2 years, ripped and kicked open, missing parts, boxes torn to shreds. Another update: T R A S H",user-experience,Ugochukz,1,936,us
"I always shop at Amazon, especially if I need something fast or if an item is not offered locally. However I am always AMAZED at how poor their search engine works. Search results include many bogus items while the same search phrase entered at Google or eBay returns great results. Also the search results may be numerous, but they only show me a few at a time. I waste too much time going to the next page, next page, next page. Their chosen filters to sort results, also work poorly.",user-experience,Ugochukz,3,36,us
always found what I want to get,user-experience,Adam,4,0,us
"I ordered items that were $300 total, and my orders are not showing up on my computer and on my phone. There's something going on, and I do not know how to see my orders again. I got a confirmation email, but I still can't trust that my money paid for my items. I'm not sure if my items are even going to be shipped to me because I can not see them even after ordering and paying for them FIX YOUR APP.",shipping,Ugochukz,2,3,us
blood app and children killers supporters and genocide supporter,privacy,Lailat,1,0,us
I just installed this app on my tablet using the credentials for my online account and it won't let me in. I tried setting up a pass key and it won't let me. I don't understand what the problem is. I can access my account online but not in the app. This does not make any sense. Please fix it. If this issue can't be resolved then I will Uninstall this app and just use my online account.,customer-service,Solomon,1,0,us
